genus,family
Amblystoma,Ambystomatidae
Ambystome,Ambystomatidae
Amerana,Ranidae
Amietophrynus,Bufonidae
Ammoryctis,Alytidae
Amo,Ranidae
Amphignathodon,Hemiphractidae
Amphisbaena,Dermophiidae
Amphiumophis,Caeciliidae
Amphodus,Hylidae
Anaides,Plethodontidae
Andinophryne,Bufonidae
Annandia,Dicroglossidae
Anodontohyla,Microhylidae
Anotheca,Hylidae
Antelopus,Bufonidae
Apneumona,Proteidae
Aquixalus,Rhacophoridae
Arthrolepis,Phrynobatrachidae
Aruncus,Bufonidae
Asterodactylus,Pipidae
Atelophryne,Bufonidae
Atelophryniscus,Bufonidae
Atopophrynus,Craugastoridae
Atylodes,Plethodontidae
Atympanophrys,Megophryidae
Aubrya,Pyxicephalidae
Auletris,Hylidae
Aurorana,Ranidae
Australocrinia,Myobatrachidae
Autodax,Plethodontidae
Axolotes,Ambystomatidae
Axolotus,Ambystomatidae
Baleaphryne,Alytidae
Bamburana,Ranidae
Basanitia,Brachycephalidae
Bathysiredon,Ambystomatidae
Batrachichthys,Hylidae
Batrachophrynus,Batrachylidae
Batrachopsis,Limnodynastidae
Batrachus,Bufonidae
Batrachylodes,Ceratobatrachidae
Batrachyperus,Hynobiidae
Batrachythys,Hylidae
Bdellophis,Dermophiidae
Berdmorea,Microhylidae
Bombinator,Alytidae
Bombitator,Bombinatoridae
Borborocoetes,Alsodidae
Borborocoetus,Alsodidae
Borneophrys,Megophryidae
Boulengerana,Ranidae
Boulenophrys,Megophryidae
Brachymerus,Microhylidae
Brachytarsophrys,Megophryidae
Bradybates,Salamandridae
Bradymedusa,Phyllomedusidae
Brendanura,Pelodryadidae
Bryobatrachus,Myobatrachidae
Bubonias,Leptodactylidae
Bufavus,Bufonidae
Buffo,Bombinatoridae
Buffonella,Myobatrachidae
Bufonella,Myobatrachidae
Bulga,Salamandridae
Bulua,Arthroleptidae
Cacophryne,Bufonidae
Cacopoides,Microhylidae
Cacopus,Microhylidae
Cacotus,Alsodidae
Caecilita,Siphonopidae
Calamita,Dendrobatidae
Calamobates,Hylodidae
Caledon,Proteidae
Calliglutus,Microhylidae
Calluella,Microhylidae
Callula,Microhylidae
Calohyla,Microhylidae
Calophryne,Microhylidae
Calophrynus,Microhylidae
Caloula,Microhylidae
Calyptahyla,Hylidae
Calyptocephala,Calyptocephalellidae
Calyptocephalus,Calyptocephalellidae
Camarataxis,Ambystomatidae
Camariolius,Myobatrachidae
Camariolus,Myobatrachidae
Carpophrys,Megophryidae
Cassina,Hyperoliidae
Cassiniopsis,Hyperoliidae
Caudacaecilia,Ichthyophiidae
Caudiverbera,Calyptocephalellidae
Cauphias,Hylidae
Cecilia,Ichthyophiidae
Centrolenella,Centrolenidae
Centrotelma,Hylidae
Cerathyla,Hemiphractidae
Ceratobatrachus,Ceratobatrachidae
Ceratohyla,Hemiphractidae
Ceratophris,Ceratophryidae
Ceratophryne,Ceratophryidae
Chaparana,Dicroglossidae
Chaunus,Bufonidae
Cheiroleptes,Pelodryadidae
Chelydobatrachus,Myobatrachidae
Chianopelas,Leptodactylidae
Chilophryne,Bufonidae
Chionopelas,Leptodactylidae
Chirixalus,Rhacophoridae
Chirodryas,Pelodryadidae
Chiroleptes,Pelodryadidae
Chlorolius,Hyperoliidae
Choanacantha,Microhylidae
Chondrotus,Ambystomatidae
Chorophilus,Hemiphractidae
Chrysodonta,Amphiumidae
Cinclidium,Hylidae
Coecilia,Caeciliidae
Coelonotus,Hemiphractidae
Coggerdonia,Pelodryadidae
Colleeneremia,Pelodryadidae
Colodactylus,Alytidae
Colomascirtus,Hylidae
Colpoglossus,Microhylidae
Copea,Microhylidae
Cophomantis,Hylidae
Cophophryne,Megophryidae
Coplandia,Limnodynastidae
Coracodichus,Arthroleptidae
Corthomantis,Hylidae
Cotobotes,Plethodontidae
Cranophryne,Bufonidae
Cranopsis,Bufonidae
Craspedoglossa,Cycloramphidae
Crepidius,Bufonidae
Crepidophryne,Bufonidae
Crumenifera,Hyperoliidae
Cryptophyllobates,Dendrobatidae
Cryptopsophis,Dermophiidae
Cryptotis,Limnodynastidae
Ctenocranius,Craugastoridae
Cultripes,Pelobatidae
Cyclocephalus,Craugastoridae
Cyclogaster,Bufonidae
Cyclorana,Pelodryadidae
Cyclorhamphus,Cycloramphidae
Cylindrosoma,Plethodontidae
Cystignathus,Alsodidae
Dactylethera,Pipidae
Dactylethra,Dicroglossidae
Dendrobatorana,Rhacophoridae
Dendrohyas,Hylidae
Dendromanes,Microhylidae
Dermodactylus,Hynobiidae
Desmodactylus,Hynobiidae
Diaglena,Hylidae
Dianrana,Ranidae
Dicroglossus,Dicroglossidae
Didocus,Pelobatidae
Diemictylus,Salamandridae
Diemyctylus,Salamandridae
Dilobates,Arthroleptidae
Dimorphognathus,Phrynobatrachidae
Diplopelma,Microhylidae
Discodeles,Ceratobatrachidae
Discophus,Microhylidae
Discophys,Microhylidae
Docidophryne,Bufonidae
Dromoplectrus,Bufonidae
Dryomantis,Pelodryadidae
Dryomelictes,Allophrynidae
Dryopsophus,Pelodryadidae
Dyscophina,Microhylidae
Eburana,Ranidae
Edwardtayloria,Rhacophoridae
Elachyglossa,Dicroglossidae
Eladinea,Plethodontidae
Eletherodactylus,Craugastoridae
Ellipsoglossa,Hynobiidae
Elophila,Mantellidae
Elosia,Brachycephalidae
Emydops,Microhylidae
Engistoma,Microhylidae
Engystoma,Brevicipitidae
Entomoglossus,Leptodactylidae
Enydrobius,Craugastoridae
Epedaphus,Hylidae
Ephippipher,Brachycephalidae
Epicrium,Ichthyophiidae
Epirhexis,Craugastoridae
Eripaa,Dicroglossidae
Euchnemis,Hyperoliidae
Eucnemis,Arthroleptidae
Euhyas,Brachycephalidae
Eupemphix,Brachycephalidae
Eurhina,Bufonidae
Euscelis,Pelodryadidae
Eusophus,Alsodidae
Exaeretus,Salamandridae
Fanchonia,Pelodryadidae
Feirana,Dicroglossidae
Fichteria,Microhylidae
Frankixalus,Rhacophoridae
Fritzia,Hemiphractidae
Gampsosteonyx,Arthroleptidae
Garbeana,Hylidae
Gecko,Calyptocephalellidae
Gegenes,Indotyphlidae
Gegenophis,Indotyphlidae
Gekko,Salamandridae
Genyophryne,Microhylidae
Geobatrachus,Craugastoridae
Geomolge,Hynobiidae
Geotriton,Plethodontidae
Gigantobatrachus,Calyptocephalellidae
Gigantorana,Conrauidae
Glauertia,Myobatrachidae
Glossolega,Salamandridae
Glossoliga,Salamandridae
Glossostoma,Microhylidae
Gnathophryne,Microhylidae
Gnathophysa,Leptodactylidae
Gomphobates,Leptodactylidae
Gracilixalus,Rhacophoridae
Gradwellia,Myobatrachidae
Grossodactylus,Hylodidae
Grypiscus,Cycloramphidae
Grypsicus,Cycloramphidae
Gymnodytes,Ranidae
Gymnophis,Dermophiidae
Gynandropaa,Dicroglossidae
Gyrinus,Ambystomatidae
Habrahyla,Arthroleptidae
Haideotriton,Plethodontidae
Halophila,Ceratobatrachidae
Halophilus,Ceratobatrachidae
Hazelia,Rhacophoridae
Heliorana,Limnodynastidae
Helocaetes,Hylidae
Hemimantis,Mantellidae
Heminectes,Rhinodermatidae
Hemipipa,Pipidae
Hemisalamandra,Salamandridae
Hemitriton,Ambystomatidae
Heredia,Plethodontidae
Hesperocrinia,Myobatrachidae
Heteroglossa,Phrynobatrachidae
Heterotriton,Ambystomatidae
Hilodes,Batrachylidae
Hilorina,Batrachylidae
Hiobates,Leptodactylidae
Hiperoodon,Odontophrynidae
Holoxalus,Dendrobatidae
Hosmeria,Myobatrachidae
Houlema,Dicroglossidae
Huangixalus,Rhacophoridae
Hyas,Hylidae
Hydrobatrachus,Conrauidae
Hydromantoides,Plethodontidae
Hydrosalamandra,Cryptobranchidae
Hydrostentor,Dicroglossidae
Hylactophryne,Craugastoridae
Hyladactylus,Microhylidae
Hylaedactylus,Microhylidae
Hylaemorphus,Bufonidae
Hylambates,Arthroleptidae
Hylaplesia,Brachycephalidae
Hylaria,Hylidae
Hylarthroleptis,Phrynobatrachidae
Hyledactylus,Microhylidae
Hylella,Centrolenidae
Hyliola,Hylidae
Hylixalus,Aromobatidae
Hylonomus,Hylidae
Hylopsis,Hylidae
Hylorana,Dicroglossidae
Hylorhina,Batrachylidae
Hylorhinus,Batrachylidae
Hyobates,Leptodactylidae
Hyophryne,Microhylidae
Hyperoodon,Odontophrynidae
Hypochthon,Proteidae
Hypochton,Ambystomatidae
Hypodactylus,Craugastoridae
Hypodictyon,Craugastoridae
Hypselotriton,Salamandridae
Hypsirana,Ceratobatrachidae
Hysaplesia,Dendrobatidae
Iliodiscus,Cycloramphidae
Iranodon,Hynobiidae
Isodactylium,Hynobiidae
Isodactylus,Craugastoridae
Ixalus,Hyperoliidae
Kakophrynus,Hemisotidae
Kalaoula,Microhylidae
Kaluella,Microhylidae
Kalula,Microhylidae
Kankanophryne,Myobatrachidae
Kirtixalus,Rhacophoridae
Kurxalus,Rhacophoridae
Kyarranus,Limnodynastidae
Lacerta,Calyptocephalellidae
Lacertus,Salamandridae
Ladailadne,Eleutherodactylidae
Laurentomantis,Mantellidae
Leioaspetos,Leiopelmatidae
Leiuperus,Brachycephalidae
Lepthyla,Pelodryadidae
Leptodactylos,Leptodactylidae
Leptolalax,Megophryidae
Leptoparius,Phrynobatrachidae
Leptopus,Pipidae
Leptosooglossus,Sooglossidae
Leurognathus,Plethodontidae
Levirana,Ranidae
Liangshantriton,Salamandridae
Limnaoedus,Hylidae
Limnocharis,Hylodidae
Limnodytes,Mantellidae
Limnophys,Craugastoridae
Lineatriton,Plethodontidae
Linguaelapsus,Ambystomatidae
Liohyla,Craugastoridae
Liopelma,Leiopelmatidae
Liophryne,Microhylidae
Lisapsus,Hylidae
Litopleura,Alsodidae
Littlejohnophryne,Myobatrachidae
Liuhurana,Ranidae
Liuophrys,Megophryidae
Liuperus,Craugastoridae
Liyla,Craugastoridae
Llewellynura,Pelodryadidae
Lobipes,Hylidae
Lophinus,Salamandridae
Lophiohyla,Hylidae
Lophopus,Hylidae
Lophyohyla,Hylidae
Lymnodytes,Dicroglossidae
Lynchophrys,Telmatobiidae
Lystris,Leptodactylidae
Maculopaa,Dicroglossidae
Magnadigita,Plethodontidae
Mahonabatrachus,Pelodryadidae
Malachylodes,Eleutherodactylidae
Maltzania,Pyxicephalidae
Manculus,Plethodontidae
Manthophryne,Microhylidae
Mantiphrys,Microhylidae
Mantipus,Microhylidae
Mantophrys,Microhylidae
Megalixalus,Arthroleptidae
Megalobatrachus,Cryptobranchidae
Megalophrys,Dicroglossidae
Megapterna,Salamandridae
Megistolotis,Limnodynastidae
Mehelyia,Microhylidae
Melanophryne,Microhylidae
